Name,Age,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Position,Ability
T. Letschert,25,72,75,3.3,28,1894,1,1,2,2,2,2,147
F. Fontanini,28,72,73,2.8,13,1577,1,1,2,2,2,2,145
A. Hruška,32,72,72,1.8,1,989,1,1,3,1,2,1,144
Martos,34,72,72,950,10,1707,1,1,3,2,2,2,144
J. Jeanvier,25,72,76,3.4,26,1643,1,1,3,2,2,2,148
J. Tagueu,24,72,75,4,8,1679,0,1,3,3,1,4,147
C. Terzi,34,72,72,950,4,1630,1,1,3,2,3,2,144
I. Piris,29,72,72,2.4,29,1879,1,1,3,3,2,2,144
S. Moreira,23,72,78,3.6,16,1722,1,1,2,3,3,2,150
Aketxe,24,72,78,4.3,6,1897,0,1,3,3,2,3,150
S. Rieks,31,72,72,2.7,6,1818,1,1,3,3,4,2,144
F. Moubandje,28,72,72,2.5,19,1904,0,1,3,3,3,2,144
P. Ankersen,27,72,72,2.6,14,1955,1,1,3,3,3,2,144
C. Falletti,25,72,75,3.9,21,1770,1,1,3,4,3,4,147
Allano,23,72,80,4.6,13,1782,0,1,3,3,2,3,152
J. Morávek,28,72,72,3.1,18,1872,1,2,3,3,2,3,144
C. Riaño,29,72,72,3.1,12,1720,1,1,2,3,2,4,144
Aythami Artiles,32,72,72,1.8,7,1629,1,1,3,2,3,2,144
J. Risdon,25,72,75,3.2,7,1823,1,1,3,3,3,2,147
E. Alioski,26,72,73,3.7,30,1951,0,1,2,3,4,3,145
C. Robinson,23,72,80,4.6,10,1738,1,1,3,3,3,3,152
S. Bastien,21,72,81,4.8,9,1947,1,1,3,3,3,3,153
João Talocha,28,72,72,2.5,7,1739,0,1,3,2,2,2,144
J. Pollersbeck,23,72,79,3.2,7,1078,1,1,2,1,2,1,151
M. Abeid,25,72,74,3.2,10,1937,1,1,3,3,2,3,146
M. Rzatkowski,28,72,72,3.1,26,1976,0,1,3,3,2,3,144
Marcão,22,72,78,3.6,6,1551,1,1,2,2,3,2,150
Álvaro,27,72,73,3.6,20,1830,1,1,3,3,4,4,145
B. Perlaza,26,72,75,3.2,4,1730,1,1,2,3,2,3,147
R. Sallai,21,72,80,4.6,13,1730,1,1,3,3,2,4,152
B. Kamara,18,72,88,6,11,1759,1,1,3,3,2,2,160
T. Beugelsdijk,27,72,72,2.6,7,1523,1,1,3,3,3,2,144
G. Giménez,26,72,73,3.6,11,1900,0,1,3,4,2,3,145
K. Lafferty,30,72,72,3,38,1825,1,1,4,3,3,4,144
L. Díaz,21,72,83,5.5,3,1706,1,1,4,3,2,3,155
L. Benito,26,72,75,3.2,15,1846,0,1,3,2,2,2,147
Raúl Lizoain,27,72,74,2.5,6,1160,0,1,2,1,2,1,146
L. Reyes,27,72,73,3.5,16,1927,1,1,3,3,2,3,145
P. Bardsley,33,72,72,1.2,32,1878,1,1,3,3,2,2,144
Jonas Damasto,34,72,72,875,14,1734,0,1,2,2,2,2,144
P. Da Silva,38,72,72,0,0,1703,1,2,3,2,2,2,144
M. Rodríguez,23,72,78,4.3,14,1816,1,1,4,3,2,3,150
J. Hugill,26,72,75,3.9,51,1772,1,1,2,3,4,4,147
Thiago Cionek,32,72,72,1.8,10,1546,1,1,3,2,3,2,144
A. Struna,27,72,73,2.9,3,1742,1,1,3,2,3,2,145
R. Salinas,30,72,72,2.2,16,1942,1,1,3,3,4,2,144
Salva Sevilla,34,72,72,1.5,8,1813,1,2,3,3,2,3,144
Y. Bissouma,21,72,82,5,23,1922,1,1,3,3,3,3,154
M. Rohdén,27,72,72,3.2,4,1953,1,1,4,3,3,3,144
M. Demir,26,72,74,3.8,12,1896,1,1,3,3,2,4,146
D. Lezcano,28,72,72,3.2,21,1951,1,1,4,3,3,4,144
J. Puncheon,32,72,72,2.4,35,1967,0,1,2,3,2,3,144
M. Abarhoun,29,72,72,2.4,5,1499,1,1,2,2,2,2,144
W. Owusu,28,72,72,3.2,11,1791,1,1,4,2,4,4,144
Rúben Fernandes,32,72,72,1.8,7,1760,0,1,3,2,2,2,144
E. López,23,72,76,4.1,23,1753,0,1,4,3,3,3,148
O. Rivero,26,72,75,3.9,17,1683,1,1,3,3,3,4,147
Joshuando Sá,34,72,72,875,12,1768,0,1,3,2,2,2,144
L. Martínez,20,72,80,4,7,1646,0,1,3,3,2,2,152
O. Şişmanoğlu,28,72,72,3.2,13,1782,1,1,3,3,1,4,144
A. Zaldívar,24,72,77,4.2,25,1822,0,1,3,3,2,4,149
D. Guzman,28,72,73,2.8,6,1915,1,1,3,3,3,3,145
J. Jones,23,72,77,4.2,5,1727,1,1,3,3,2,3,149
J. Güemez,26,72,73,3,8,1964,1,1,3,3,4,3,145
Jeff Meirson,26,72,72,2.6,11,1885,0,1,3,2,2,2,144
Camacho,24,72,78,4.3,9,1781,1,1,3,3,3,4,150
Nuno da Costa,27,72,73,3.6,15,1684,1,1,3,3,4,4,145
T. Zengin,34,72,72,1.3,23,1052,1,2,1,1,2,1,144
B. Jeannot,26,72,74,3.8,12,1702,1,1,3,3,1,4,146
M. Oikonomou,25,72,76,3.4,1,1402,1,1,3,2,3,2,148
P. Stojanović,22,72,78,3.6,1,1887,1,1,3,3,3,2,150
B. Sarmiento,28,72,72,3.1,14,1794,1,1,3,3,2,3,144
J. Hamad,27,72,72,3.3,5,1887,1,1,3,3,2,3,144
A. Al Habsi,36,72,72,425,12,1249,1,2,2,1,2,1,144
L. Miranda,24,72,78,3.6,8,1958,1,1,2,3,2,3,150
R. Holzhauser,25,72,76,3.4,10,1936,0,1,3,3,3,3,148
Dani Giménez,34,72,72,1.3,6,1078,1,1,2,1,2,1,144
Maycon,20,72,84,5.5,1,1949,0,1,2,3,3,3,156
H. Kiyotake,28,72,72,3.1,7,1840,1,2,3,3,2,3,144
D. Maroh,31,72,72,2.1,6,1561,1,2,2,2,2,2,144
E. Şen,29,72,72,2.4,15,1953,1,1,3,3,3,3,144
K. Onisiwo,26,72,72,3.3,19,1847,1,1,3,2,3,3,144
S. Juklerød,24,72,77,3.5,8,1907,0,1,3,3,3,2,149
P. Stenzel,22,72,77,3.5,14,1827,1,1,3,3,2,2,149
M. Camara,21,72,82,4.4,1,1865,1,1,2,3,4,3,154
Douglas,30,72,72,3,4,1649,0,1,3,3,3,4,144
D. Le Tallec,28,72,73,2.8,17,1904,1,1,4,2,3,3,145
R. Gosens,23,72,77,4.2,16,1979,0,1,3,3,3,3,149
R. Bobadilla,31,72,72,2.8,11,1915,1,2,3,3,3,4,144
K. Wolze,28,72,72,2.5,7,2039,0,1,3,3,3,2,144
C. Basham,29,72,72,2.4,10,1732,1,1,2,2,4,2,144
J. Cabot,24,72,78,4.3,6,1712,1,1,3,3,3,4,150
Gonçalo Silva,27,72,74,3,5,1579,1,1,2,2,3,2,146
C. Arboleda,32,72,72,1.7,4,1847,1,1,3,3,2,2,144
G. Lajud,24,72,76,2.9,10,1156,1,1,1,1,2,1,148
Unai Simón,21,72,82,3.9,8,1138,1,1,3,1,2,1,154
C. Knasmüllner,26,72,75,3.9,14,1876,1,1,3,3,1,3,147
L. Lollo,31,72,72,2.1,15,1431,1,1,2,2,2,2,144
A. Milić,24,72,77,3.5,11,1693,0,1,3,2,2,2,149
Ronaldo Vieira,19,72,81,4,9,1920,1,1,3,3,2,3,153
S. Bahoken,26,72,75,3.9,18,1613,1,1,3,3,2,4,147
Ontiveros,20,72,82,5,6,1739,1,1,3,3,1,3,154
N. Höfler,28,72,72,2.5,17,1799,1,1,3,2,2,3,144
K. Acosta,22,72,80,4.5,6,2032,1,1,5,3,4,3,152
Kwoun Sun Tae,33,72,72,1.6,7,1209,1,1,2,1,2,1,144
A. Çamdalı,34,72,72,950,10,1858,1,1,3,2,3,3,144
B. Linssen,27,72,72,3.3,12,1896,1,1,3,3,3,4,144
M. Trotta,25,72,74,3.9,34,1797,0,1,3,3,2,4,146
J. Dezi,26,72,74,3.7,28,1883,1,1,3,3,3,3,146
Choi Chul Soon,31,72,72,2,8,1908,1,1,3,3,4,2,144
Danilo,26,72,73,3,13,1930,0,1,3,3,4,2,145
J. Savarino,21,72,82,5,5,1812,1,1,4,4,3,4,154
M. Zeman,29,72,72,3,1,1842,0,1,3,4,2,3,144
N. Baker,27,72,74,3,27,1475,0,1,2,2,2,2,146
M. Saymak,25,72,76,4,11,1797,1,1,3,3,2,3,148
Yeom Ki Hun,35,72,72,1.4,6,1899,0,2,3,3,2,4,144
J. Murphy,28,72,72,3.1,39,1916,1,1,4,3,2,4,144
E. Prib,28,72,72,3.1,24,1956,0,2,3,3,3,3,144
L. Phiri,23,72,78,4.2,14,1962,1,1,3,3,3,3,150
Jubal,24,72,76,3.4,6,1534,1,1,2,2,2,2,148
A. Cubas,22,72,79,3.7,10,1829,1,1,2,3,2,3,151
Luismi,26,72,77,3.4,13,1638,1,1,3,2,3,3,149
A. Adnan,24,72,75,3.9,16,2015,0,1,3,4,3,3,147
Diogo Gonçalves,21,72,81,4.8,7,1883,1,1,4,4,2,4,153
Rui Fonte,28,72,72,3.2,41,1855,1,2,3,3,2,4,144
J. Bennett,28,72,72,2.5,30,1821,0,1,3,3,3,2,144
S. Ortega,25,72,76,2.9,8,1267,1,1,4,1,2,1,148
B. Białkowski,30,72,72,2,6,1127,1,1,3,1,2,1,144
Ricardo Ryller,24,72,77,4.1,9,1890,1,1,4,3,2,3,149
J. Börner,27,72,72,2.6,11,1806,0,1,3,2,3,2,144
Fran Mérida,28,72,73,2.8,8,1999,0,1,2,3,2,3,145
Tito,32,72,72,1.7,13,1805,1,1,3,3,2,2,144
S. Sensi,22,72,77,3.5,26,1905,1,1,4,3,2,3,149
A. Weimann,26,72,72,3.4,32,1848,1,1,3,3,3,4,144
Fernando Canesín,26,72,74,3.8,12,1802,1,1,4,3,3,3,146
I. Runje,27,72,72,2.6,7,1436,1,1,2,2,2,2,144
Vigaray,23,72,78,3.6,13,1777,1,1,3,3,2,2,150
P. Olayinka,22,72,79,4.4,1,1798,1,1,3,3,4,3,151
R. Delgado,28,72,72,2.5,10,1959,0,1,2,3,2,2,144
J. Wiland,37,72,72,210,3,1062,1,1,2,1,2,1,144
V. Figueroa,34,72,72,1.6,14,1894,1,1,3,3,3,3,144
Chiquinho,22,72,78,4.3,5,1794,1,1,2,3,3,3,150
C. Trimmel,31,72,72,2,20,1895,1,1,3,3,3,2,144
S. Lletget,25,72,74,3.8,6,1886,1,1,5,4,2,3,146
C. Jullien,25,72,76,3.4,17,1640,1,2,3,2,2,2,148
O. Alderete,21,72,82,4.4,8,1865,0,1,3,2,3,2,154
A. Saelemaekers,19,72,84,5.5,7,1899,1,1,4,3,4,2,156
M. Vrančić,29,72,72,3,21,1874,0,1,3,3,2,3,144
J. Uronen,23,72,77,3.5,9,1914,0,1,4,3,4,2,149
K. Schindler,24,72,75,3.9,9,1794,1,1,4,3,2,4,147
Sin Jin Ho,29,72,72,3,7,1876,1,1,3,3,3,3,144
L. Haraslín,22,72,80,4.6,6,1823,0,1,3,4,3,3,152
A. Fiola,28,72,72,0,0,1735,1,1,3,2,3,2,144
X. Schlager,20,72,83,5.5,18,1942,0,1,3,3,4,3,155
N. Jelavić,32,72,72,2.5,13,1778,1,2,4,3,1,4,144
T. Ben Haim,28,72,72,3.1,1,1779,1,1,4,3,1,3,144
Clinton Mata,25,72,73,3.7,15,1965,1,1,3,3,2,3,145
S. Hutchinson,28,72,72,2.5,20,1829,1,1,3,2,3,3,144
J. Russell,28,72,72,3.1,7,1909,0,1,3,3,4,4,144
S. Uçan,24,72,77,4.1,35,1971,1,1,5,3,2,3,149
Renato Neto,26,72,73,3.6,15,1949,1,1,3,3,4,3,145
J. Meram,29,72,72,3,7,1956,1,1,4,3,3,3,144
Jorge Miramón,29,72,72,2.4,16,1928,1,1,3,3,2,2,144
A. Murgia,21,72,78,4.2,22,1817,1,1,3,3,2,3,150
I. Ávila,27,72,72,3.3,9,1752,1,1,3,3,2,4,144
T. Kaminski,25,72,75,2.8,8,1157,1,1,3,1,2,1,147
K. Zohore,24,72,77,4.2,30,1580,0,1,3,3,1,4,149
L. Ceppitelli,28,72,73,2.8,21,1441,1,1,3,2,4,2,145
Nuno Coelho,30,72,72,2.3,5,1772,1,1,3,2,1,3,144
C. Mulgrew,32,72,72,1.8,27,1916,0,1,3,2,1,2,144
D. Dwyer,27,72,72,3.3,7,1789,0,1,3,3,4,4,144
J. Carrizo,34,72,72,1.3,22,1201,1,2,3,1,2,1,144
F. Peluso,34,72,72,875,30,1741,0,2,3,2,2,2,144
M. van der Werff,29,72,72,2.4,11,1828,1,1,3,2,2,2,144
M. Piedrahita,33,72,72,1.2,3,1982,1,1,3,3,2,2,144
V. Ayala,30,72,72,2.9,11,2038,1,1,3,3,2,3,144
R. Alvarado,19,72,79,4.2,9,1869,0,1,5,3,2,3,151
D. Rossi,20,72,83,5.5,5,1737,1,1,4,4,2,4,155
F. Pisacane,32,72,72,1.8,20,1620,1,1,3,2,3,2,144
U. Ćosić,25,72,76,3.4,1,1558,1,1,3,2,2,2,148
Sebá,26,72,73,3.7,9,1939,0,1,3,3,2,4,145
D. Peralta,33,72,72,1.3,3,1670,1,1,3,2,3,2,144
R. Koch,21,72,80,4,11,1635,1,1,3,2,2,3,152
A. Ghazal,26,72,75,3.2,6,1674,1,1,3,3,2,3,147
A. Federici,33,72,72,1.6,22,1287,1,1,2,1,2,1,144
David Simón,28,72,72,2.5,8,1812,1,1,3,3,3,2,144
M. Oršić,25,72,74,3.8,1,1822,1,2,4,3,3,3,146
Alexandre Frandeira,30,72,72,2.3,11,1593,1,1,1,2,1,2,144
A. Tettey,32,72,72,1.8,19,1987,1,1,3,2,3,3,144
G. Hanley,26,72,74,3.1,19,1542,1,1,3,2,1,2,146
Cristian Herrera,27,72,73,3.6,8,1786,0,1,2,3,3,4,145
R. Green,38,72,72,210,28,1101,1,2,3,1,2,1,144
Gelson Dala,21,72,82,5,8,1784,1,1,4,4,3,4,154
M. Higashiguchi,32,72,72,1.8,7,1044,1,1,3,1,2,1,144
Jorge Teixeira,31,72,72,2.1,9,1707,1,1,3,2,2,2,144
R. Woods,24,72,77,3.5,23,1955,1,1,4,3,4,3,149
S. Martinsson Ngouali,26,72,74,3.7,5,1937,1,1,3,3,2,3,146
W. Ángel,25,72,78,0,0,1486,1,1,3,2,3,2,150
D. Villalpando,26,72,73,3.6,10,1919,1,1,4,3,2,3,145
M. Šitum,26,72,73,3.7,1,1705,1,1,3,3,2,3,145
T. Carroll,26,72,74,3.7,21,1803,0,1,2,3,2,3,146
R. Elliot,32,72,72,1.8,23,1144,0,1,2,1,2,1,144
Sergio Sánchez,32,72,72,1.8,7,1744,1,1,2,2,2,2,144
I. Cofie,26,72,73,3.6,8,1975,1,1,3,3,2,3,145
S. Byram,24,72,75,3.3,37,1901,1,1,3,3,3,2,147
M. Cauteruccio,31,72,72,2.8,20,1829,1,1,3,3,2,4,144
K. Molino,28,72,72,3.1,7,1876,1,1,3,3,3,3,144
L. Ariaudo,29,72,72,2.4,12,1569,0,1,3,2,2,2,144
P. Klingmann,30,72,72,2.2,5,1859,1,1,3,3,2,2,144
M. Thuram,20,72,80,4.6,12,1819,1,1,3,3,2,3,152
Y. Cahuzac,33,72,72,1.3,18,1787,1,1,3,2,3,3,144
Elustondo,31,72,72,2.7,14,2002,1,1,3,3,2,3,144
S. Downing,33,72,72,1.9,36,1845,0,2,3,3,2,4,144
L. Immers,32,72,72,2.4,8,1910,1,1,2,2,4,3,144
C. Menéndez,30,72,72,3,8,1745,1,1,3,3,2,4,144
Vágner Corraldo,30,72,72,2.2,10,1920,0,1,3,3,2,2,144
Luso,33,72,72,1.3,5,1865,1,1,3,2,2,2,144
C. Mavinga,27,72,73,2.9,6,1749,0,1,3,3,2,2,145
F. Melchiorri,31,72,72,2.8,4,1661,1,1,4,3,3,4,144
T. Doumbia,28,72,72,2.5,1,2002,1,1,3,3,4,3,144
A. Trondsen,23,71,80,3.6,5,1970,0,1,3,3,3,3,151
Sivera,21,71,78,2.5,7,1233,1,1,3,1,2,1,149
Allison Sireo,30,71,71,1.8,10,1512,1,1,3,2,2,2,142
Z. Stieber,29,71,71,2.3,6,1780,0,2,3,3,2,3,142
S. Berahino,24,71,76,3.2,25,1703,1,2,4,3,2,4,147
O. Skúlason,35,71,71,0,0,1877,1,2,4,2,3,3,142
L. Koutris,22,71,78,2.8,1,1903,0,1,2,3,3,2,149
M. Pektemek,29,71,71,2.4,31,1931,1,1,3,3,4,4,142
R. Schüller,27,71,71,2,5,1754,0,1,3,3,3,3,142
Sergio Herrera,25,71,73,2,5,1157,1,1,3,1,2,1,144
E. Kawashima,35,71,71,550,6,1161,1,1,3,1,2,1,142
L. Memushaj,31,71,71,2,4,1947,1,2,4,3,3,3,142
E. Fernandes,22,71,79,3.5,36,1808,1,1,4,3,3,3,150
M. Valenzuela,19,71,81,3.2,5,1831,0,1,2,3,4,2,152
H. Lansbury,27,71,71,2.4,13,1934,1,1,3,3,2,3,142
A. Gunn,22,71,83,3.3,17,1202,1,1,3,1,2,1,154
A. Kamara,23,71,76,3.2,31,1711,1,1,3,3,3,4,147
R. Riou,30,71,71,1.5,7,1215,1,2,1,1,2,1,142
Jung Sung Ryong,33,71,71,1.2,5,1046,1,2,3,1,2,1,142
A. Caracciolo,28,71,71,1.9,4,1494,1,1,2,2,3,2,142
Ewandro,22,71,80,3.6,14,1699,0,1,3,3,2,3,151
G. Holtmann,23,71,78,3.3,15,1783,0,1,3,3,2,3,149
Erik Morán,27,71,73,2.3,1,1739,1,1,3,3,2,3,144
Tobias Figueiredo,24,71,75,2.6,23,1521,1,1,2,2,2,2,146
I. Rossi,24,71,77,2.8,11,1802,0,1,2,3,2,3,148
Miltisco Paulino,30,71,71,1.8,11,1705,1,1,3,2,2,2,142
P. Brlek,24,71,76,3.1,10,1875,1,1,3,3,3,3,147
G. Bettini,25,71,74,2.4,9,1739,1,1,3,2,3,2,145
R. Kent,21,71,82,4.1,42,1624,1,1,5,4,3,4,153
Jordi Calavera,22,71,77,2.7,11,1888,1,1,3,3,2,2,148
M. Lešković,27,71,73,2.3,1,1374,1,1,3,2,2,2,144
G. Friend,30,71,71,1.7,29,1841,0,1,3,3,4,2,142
S. Aydoğdu,27,71,71,2.4,16,1888,0,1,2,3,2,3,142
S. Gashi,29,71,71,2.4,7,1959,0,1,3,3,2,4,142
O. Deschacht,37,71,71,325,6,1633,0,1,2,2,3,2,142
E. Cecchini,23,71,80,3.2,6,1858,1,1,2,3,3,3,151
T. Knipping,25,71,74,2.5,5,1513,0,1,3,2,2,2,145
H. Yamaguchi,27,71,72,2.2,6,1865,1,1,3,3,2,3,143
V. Aguilera,29,71,71,1.8,33,1677,1,1,2,2,2,2,142
J. Cavalli,36,71,71,800,4,1885,0,1,4,3,2,3,142
L. Pasciuti,28,71,71,2.4,3,1816,1,1,4,3,3,3,142
M. Makuszewski,28,71,71,2.4,7,1874,1,1,3,3,2,3,142
L. Albertengo,27,71,72,2.8,14,1749,1,1,3,3,2,4,143
Serginho,31,71,71,1.6,11,1908,1,1,3,3,2,3,142
F. Schnellhardt,24,71,78,3.3,5,1925,0,1,3,3,2,3,149
M. Pavone,36,71,71,850,9,1770,1,2,3,2,2,4,142
T. Goiginger,25,71,74,3,8,1775,1,1,3,4,2,4,145
K. Beckerman,36,71,71,325,4,1835,1,1,3,2,3,3,142
Luis García,37,71,71,750,6,1906,1,1,4,3,2,3,142
Lyanco,21,71,80,3.2,16,1522,1,1,3,2,3,2,151
A. Luci,33,71,71,1.4,3,1931,1,1,4,3,2,3,142
Luca Sangalli,23,71,79,3.5,14,1714,1,1,3,2,4,3,150
S. Ameobi,26,71,72,2.8,8,1739,0,1,3,4,2,3,143
J. Price,25,71,74,2.5,5,1815,1,1,3,2,3,3,145
Go Yo Han,30,71,71,2.2,6,1963,1,1,3,3,3,3,142
O. Hawsawi,32,71,71,1.4,21,1548,1,1,3,2,3,2,142
Jaime Romero,27,71,71,2.5,7,1809,0,1,2,3,2,3,142
S. Grippo,29,71,71,1.8,7,1812,1,1,3,2,1,2,142
F. Chalov,20,71,83,4.3,1,1653,1,1,4,3,2,4,154
L. Siligardi,30,71,71,2.2,27,1802,0,1,3,3,1,4,142
D. Appiah,26,71,72,2.3,12,1806,1,1,4,2,2,2,143
S. Silva,37,71,71,850,8,1765,1,1,3,3,2,4,142
J. Paterson,26,71,72,2.8,26,1763,1,1,4,3,3,3,143
T. Barkhuizen,24,71,74,3,9,1784,1,1,3,3,3,3,145
I. Bangoura,33,71,71,1.5,15,1739,1,2,3,3,2,4,142
S. Memišević,24,71,74,2.5,5,1587,1,1,3,2,2,3,145
F. Tabanou,29,71,71,1.8,14,2026,0,1,3,3,3,2,142
T. Hoogland,33,71,71,950,11,1834,1,1,2,2,2,2,142
G. Pezzella,20,71,83,3.7,11,1826,0,1,4,3,2,2,154
D. Kolovetsios,26,71,74,2.5,1,1596,0,1,3,2,2,2,145
Enric Gallego,31,71,71,2.1,6,1593,0,1,3,3,3,4,142
J. Garner,30,71,71,2.3,35,1872,1,1,3,3,3,4,142
K. Bonifazi,22,71,79,3,19,1506,1,1,2,2,3,2,150
Souza,30,71,71,1.8,6,1958,1,1,3,3,2,3,142
J. Adéoti,29,71,71,1.8,5,1723,1,1,3,2,3,3,142
R. Caroca,28,71,71,1.9,8,1872,1,1,3,3,3,3,142
D. Rosero Valencia,24,71,78,2.8,2,1692,1,1,2,2,3,2,149
M. Jonjić,27,71,73,2.3,6,1554,1,1,3,2,3,2,144
A. Tarek,26,71,74,2.5,5,1578,0,1,3,2,3,2,145
O. Fink,36,71,71,750,14,1874,1,1,4,2,4,3,142
F. Macheda,26,71,72,2.8,1,1700,1,2,3,3,2,4,143
M. Duffy,32,71,71,1.8,10,1748,1,1,3,3,2,3,142
Y. Chibsah,25,71,74,2.9,11,1892,1,1,3,3,3,3,145
T. Schütz,30,71,71,1.8,9,1873,1,1,3,2,2,3,142
Rodrigo Becão,22,71,80,3.2,1,1474,1,1,2,2,1,2,151
M. Loum,21,71,79,3,6,1720,1,1,2,2,2,3,150
D. Fletcher,34,71,71,1.2,26,1904,1,2,3,3,2,3,142
Vadillo,23,71,77,3.2,6,1707,1,1,3,3,1,3,148
P. Klement,25,71,72,2.8,8,1849,0,1,3,3,2,3,143
A. Gogia,26,71,72,2.8,21,1787,1,1,4,4,2,4,143
A. Cole,37,71,71,270,4,1888,0,3,2,3,3,2,142
K. Tsimikas,22,71,78,2.8,1,1940,0,1,3,3,3,2,149
Mateus,34,71,71,1.2,6,1851,1,1,3,3,2,3,142
Babanco,32,71,71,1.8,8,1942,0,1,3,3,2,3,142
X. Mercier,28,71,71,2.4,10,1825,1,1,2,3,2,3,142
D. Nugent,33,71,71,1.5,29,1770,1,1,3,3,4,4,142
N. Fernández,39,71,71,160,4,1154,1,1,3,1,2,1,142
O. Hernández,25,71,74,3,17,1768,1,1,3,3,4,3,145
E. Mathoho,28,71,73,2.2,1,1529,1,1,3,2,3,2,144
B. Sarr,27,71,73,2.3,5,1825,0,1,4,2,2,3,144
A. Sagal,25,71,76,3.2,19,1847,0,1,3,3,2,4,147
J. Grimm,31,71,71,1.6,11,1748,1,1,3,2,3,3,142
M. Nyatama,30,71,71,2.2,1,1772,1,1,4,3,2,3,142
B. Touré,26,71,75,2.5,5,1755,1,1,3,2,2,3,146
Diego González,23,71,79,3,6,1625,0,1,3,2,2,2,150
S. Rosted,23,71,76,2.7,11,1665,1,1,3,2,3,2,147
Y. Suzuki,22,71,81,3.9,8,1791,1,1,3,3,3,4,152
I. Sacko,20,71,81,3.9,16,1791,1,1,3,3,2,4,152
Flavio Paixão,33,71,71,1.5,7,1815,1,1,4,4,2,4,142
G. Fernández,34,71,71,1.2,11,1833,1,1,4,3,1,3,142
J. Hayes,30,71,71,2.2,31,1859,0,1,4,3,4,3,142
T. Ouwejan,22,71,77,2.7,8,1860,0,1,4,3,2,2,148
D. Guerrero,30,71,71,1.8,31,1757,1,1,3,3,3,3,142
W. Routledge,33,71,71,1.4,18,1763,1,2,2,3,4,3,142
C. Paterson,23,71,77,3.2,24,1992,1,1,3,3,4,2,148
Hwang Ui Jo,25,71,74,3,9,1802,1,2,4,3,2,4,145
G. Kvilitaia,24,71,74,3.1,13,1751,1,1,4,3,1,4,145
R. Krishna,30,71,71,2.3,4,1931,1,1,4,3,4,4,142
T. Castagne,22,71,78,3.3,14,1836,1,1,3,3,3,3,149
Léo Jardim,23,71,80,2.8,4,1145,1,1,2,1,2,1,151
Heitor Gesse,34,71,71,675,16,1874,0,1,2,2,3,2,142
L. Majer,20,71,83,4.2,1,1711,0,1,4,4,2,3,154
R. Carrera,26,71,72,2.8,4,1833,1,1,4,3,2,3,143
B. Celina,21,71,81,3.8,13,1746,1,1,3,3,2,3,152
R. Matarrita,23,71,78,2.8,5,1871,0,1,2,3,3,2,149
L. Vitale,30,71,71,1.7,3,1995,0,1,2,3,3,3,142
R. Gestede,29,71,71,2.4,36,1698,1,1,3,3,2,4,142
Pedro López,34,71,71,675,13,1913,1,1,3,3,2,2,142
J. Lucumi,20,71,84,4.1,7,1554,0,1,3,2,2,2,155
W. Endo,25,71,75,2.6,7,1834,1,1,4,3,3,3,146
João Bardinho,34,71,71,675,13,1961,0,1,4,3,2,2,142
F. Barrientos,26,71,72,2.7,12,1880,1,1,3,3,2,3,143
P. Glykos,31,71,71,1.4,1,1126,1,1,2,1,2,1,142
C. Moritz,28,71,71,2.4,10,1920,1,1,3,3,2,3,142
E. Kachunga,26,71,72,2.8,28,1846,1,1,2,3,3,3,143
S. Mendoza,26,71,72,2.8,12,1815,0,1,3,3,3,3,143
Diego Galo,34,71,71,725,8,1489,1,1,2,2,2,2,142
Lins,30,71,71,2.3,8,1752,1,1,3,3,3,4,142
G. Pegolo,37,71,71,160,14,1107,0,1,2,1,2,1,142
U. Bulut,35,71,71,1.1,8,1698,1,1,3,3,3,4,142
Dani Calvo,24,71,75,2.6,6,1648,1,1,3,2,2,2,146
Alam Araújo,26,71,71,2,16,1828,0,1,3,2,3,2,142
F. Andrijašević,27,71,72,2.7,13,1900,1,1,3,3,3,3,143
I. Fiolić,22,71,78,3.3,9,1655,0,1,3,3,2,3,149
M. Caire,29,71,71,1.8,10,1817,1,1,4,3,2,2,142
C. Adams,21,71,79,3.6,15,1866,1,1,4,3,3,4,150
P. Škuletić,28,71,71,2.4,18,1565,0,1,3,2,1,4,142
G. Lux,36,71,71,325,7,1124,1,2,2,1,2,1,142
P. Kieszek,34,71,71,950,5,1176,1,1,2,1,2,1,142
B. Cortés,23,71,81,2.9,4,1216,1,1,3,1,2,1,152
S. Nishikawa,32,71,71,1.4,6,1255,0,1,3,1,2,1,142
M. Lustig,31,71,71,1.6,28,1817,1,2,3,3,3,2,142
A. Bjelica,24,71,75,3.1,9,1966,0,1,4,3,4,3,146
G. Alcoba,33,71,71,950,13,1619,1,1,2,2,1,2,142
J. Rhodes,28,71,71,2.4,21,1705,1,1,2,2,2,4,142
J. Campos,30,71,71,0,0,1744,0,1,3,3,1,3,142
Borja Lasso,24,71,77,3.2,9,1727,1,1,4,3,2,3,148
O. Cabezas,21,71,79,3,1,1603,0,1,3,2,2,2,150
G. Sunu,27,71,71,2.5,11,1781,0,1,3,3,2,4,142
D. Williams,29,71,71,2.3,29,1987,1,1,3,3,3,3,142
Nuno Santos,23,71,76,3.2,6,1836,0,1,3,4,3,4,147
N. González,20,71,83,4.3,17,1724,0,1,3,4,3,3,154
M. Boland,31,71,71,2,4,2004,0,1,4,3,4,3,142
M. Bianchetti,25,71,72,2.3,3,1500,1,1,3,2,2,2,143
G. Celis,25,71,74,2.5,6,1719,1,1,3,2,3,3,145
